,Genotype,date,modality,plant,order,no_visible_leaves,no_foliar_primordia,no_total_leaves,no_open_flowers,no_aborted_flowers,no_total_flowers,no_fruits,no_stolons,no_vegetative_bud,no_initiated_bud,no_floral_bud,type_of_crown,crown_status,stage,complete_module,vid,plant_vid
937,Manon,05-04-2022,A,2.0,2,4,0,4,0,0,8.0,3.0,0,3,0,0,Extension,Inflorescence,71,True,10262,10203
938,Manon,05-04-2022,A,2.0,3,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,I,False,10273,10203
939,Manon,05-04-2022,A,3.0,0,7,0,7,0,0,14.0,14.0,0,3,0,0,Main,Inflorescence,89,True,10294,10293
940,Manon,05-04-2022,A,3.0,1,4,0,4,0,0,4.0,0.0,0,3,0,0,Branch,Inflorescence,60,True,10299,10293
941,Manon,05-04-2022,A,3.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,10310,10293
942,Manon,05-04-2022,A,3.0,1,4,0,4,0,0,4.0,0.0,0,3,0,0,Branch,Inflorescence,60,True,10329,10293
943,Manon,05-04-2022,A,3.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,10340,10293
944,Manon,05-04-2022,A,3.0,1,3,0,3,0,0,7.0,0.0,0,2,0,0,Branch,Inflorescence,60,True,10353,10293
945,Manon,05-04-2022,A,3.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,10361,10293
946,Manon,05-04-2022,A,3.0,1,3,0,3,0,0,10.0,3.0,0,2,0,0,Extension,Inflorescence,71,True,10374,10293
947,Manon,05-04-2022,A,3.0,2,4,0,4,0,0,3.0,0.0,0,3,0,0,Extension,Inflorescence,60,True,10382,10293
948,Manon,05-04-2022,A,4.0,0,10,0,10,0,0,13.0,13.0,0,6,0,0,Main,Inflorescence,89,True,10405,10404
949,Manon,05-04-2022,A,4.0,1,2,0,2,0,0,7.0,5.0,0,1,0,0,Branch,Inflorescence,89,True,10413,10404
950,Manon,05-04-2022,A,4.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,10418,10404
951,Manon,05-04-2022,A,4.0,1,2,0,2,0,0,6.0,5.0,0,1,0,0,Branch,Inflorescence,89,True,10431,10404
952,Manon,05-04-2022,A,4.0,2,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,F,False,10436,10404
953,Manon,05-04-2022,A,4.0,1,2,0,2,0,0,4.0,1.0,0,1,0,0,Branch,Inflorescence,71,True,10455,10404
954,Manon,05-04-2022,A,4.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,10460,10404
955,Manon,05-04-2022,A,4.0,1,3,0,3,0,0,6.0,1.0,0,2,0,0,Extension,Inflorescence,71,True,10470,10404
956,Manon,05-04-2022,A,4.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,10478,10404
957,Manon,05-04-2022,A,5.0,0,8,0,8,0,0,10.0,10.0,0,6,0,0,Main,Inflorescence,89,True,10492,10491
958,Manon,05-04-2022,A,5.0,1,4,0,4,0,0,6.0,0.0,0,3,0,0,Branch,Inflorescence,60,True,10512,10491
959,Manon,05-04-2022,A,5.0,2,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,H,False,10523,10491
960,Manon,05-04-2022,A,5.0,1,4,0,4,0,0,7.0,0.0,0,3,0,0,Extension,Inflorescence,60,True,10533,10491
961,Manon,05-04-2022,A,5.0,2,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,G,False,10544,10491
962,Manon,05-04-2022,A,6.0,0,4,0,4,0,0,4.0,1.0,0,2,0,0,Main,Inflorescence,71.0,True,10561,10560
963,Manon,05-04-2022,A,6.0,1,4,0,4,0,0,0.0,0.0,0,3,0,0,Branch,Inflorescence,60.0,True,10569,10560
964,Manon,05-04-2022,A,6.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55.0,True,10580,10560
965,Manon,05-04-2022,A,6.0,1,4,0,4,0,0,10.0,10.0,0,3,0,0,Extension,Inflorescence,89.0,True,10590,10560
966,Moutot,19-04-2022,A,1.0,0,3,0,3,0,0,10.0,10.0,0,2,0,0,Main,Inflorescence,89,True,10609,10608
967,Moutot,19-04-2022,A,1.0,1,2,0,2,0,0,7.0,6.0,0,1,0,0,Extension,Inflorescence,89,True,10617,10608
968,Moutot,19-04-2022,A,1.0,2,2,0,2,0,0,16.0,10.0,0,1,0,0,Extension,Inflorescence,89,True,10622,10608
969,Moutot,19-04-2022,A,1.0,3,3,0,3,0,0,8.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,10627,10608
970,Moutot,19-04-2022,A,2.0,0,4,0,4,0,0,10.0,9.0,0,2,0,0,Main,Inflorescence,89,True,10648,10647
971,Moutot,19-04-2022,A,2.0,1,2,0,2,0,0,6.0,6.0,0,1,0,0,Branch,Inflorescence,89,True,10650,10647
972,Moutot,19-04-2022,A,2.0,2,3,0,3,0,0,3.0,3.0,0,2,0,0,Extension,Inflorescence,89,True,10655,10647
973,Moutot,19-04-2022,A,2.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,I,False,10663,10647
974,Moutot,19-04-2022,A,2.0,1,2,0,2,0,0,8.0,5.0,0,1,0,0,Extension,Inflorescence,89,True,10683,10647
975,Moutot,19-04-2022,A,2.0,2,3,0,3,0,0,5.0,5.0,0,2,0,0,Extension,Inflorescence,89,True,10688,10647
976,Moutot,19-04-2022,A,2.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,10696,10647
977,Moutot,19-04-2022,A,3.0,0,3,0,3,0,0,16.0,16.0,0,2,0,0,Main,Inflorescence,89,True,10708,10707
978,Moutot,19-04-2022,A,3.0,1,5,0,5,0,0,11.0,4.0,0,4,0,0,Extension,Inflorescence,89,True,10716,10707
979,Moutot,19-04-2022,A,3.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Extension,dried/aborted/cutted,H,False,10730,10707
980,Moutot,19-04-2022,A,4.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,10750,10749
981,Moutot,19-04-2022,A,4.0,1,3,0,3,0,0,15.0,15.0,0,1,0,0,Extension,Inflorescence,89,True,10752,10749
982,Moutot,19-04-2022,A,4.0,2,4,0,4,0,0,6.0,6.0,0,3,0,0,Branch,Inflorescence,89,True,10757,10749
983,Moutot,19-04-2022,A,4.0,3,2,0,2,0,0,3.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,10768,10749
984,Moutot,19-04-2022,A,4.0,4,1,4,5,0,0,0.0,0.0,0,5,0,0,Extension,vegetative,17,False,10773,10749
985,Moutot,19-04-2022,A,4.0,2,2,0,2,0,0,11.0,9.0,0,1,0,0,Extension,Inflorescence,89,True,10793,10749
986,Moutot,19-04-2022,A,4.0,3,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,coupe,True,10798,10749
987,Moutot,19-04-2022,A,4.0,4,1,0,1,0,0,6.0,4.0,0,1,0,0,Extension,Inflorescence,89,True,10803,10749
988,Moutot,19-04-2022,A,4.0,5,4,3,7,0,0,0.0,0.0,0,7,0,0,Extension,vegetative,17,False,10805,10749
989,Osiris,11-04-2022,A,1.0,0,7,0,7,0,0,11.0,10.0,0,4,0,0,Main,Inflorescence,89,True,10834,10833
990,Osiris,11-04-2022,A,1.0,1,1,0,1,0,0,7.0,7.0,0,0,0,0,Branch,Inflorescence,89,True,10836,10833
991,Osiris,11-04-2022,A,1.0,2,2,0,2,0,0,3.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,10838,10833
992,Osiris,11-04-2022,A,1.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,10843,10833
993,Osiris,11-04-2022,A,1.0,1,4,0,4,0,0,3.0,0.0,0,3,0,0,Branch,Inflorescence,60,True,10866,10833
994,Osiris,11-04-2022,A,1.0,1,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,10884,10833
995,Osiris,11-04-2022,A,2.0,0,8,0,8,0,0,9.0,9.0,0,2,0,0,Main,Inflorescence,89,True,10900,10899
996,Osiris,11-04-2022,A,2.0,1,2,0,2,0,0,0.0,0.0,0,2,0,0,Branch,dried/aborted/cutted,aborted,False,10905,10899
997,Osiris,11-04-2022,A,2.0,1,1,0,1,0,0,10.0,10.0,0,0,0,0,Branch,Inflorescence,89,True,10914,10899
998,Osiris,11-04-2022,A,2.0,2,3,0,3,0,0,11.0,7.0,0,2,0,0,Extension,Inflorescence,89,True,10916,10899
999,Osiris,11-04-2022,A,2.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,55,False,10924,10899
1000,Osiris,11-04-2022,A,2.0,1,3,0,3,0,0,7.0,7.0,0,1,0,0,Branch,Inflorescence,89,True,10938,10899
1001,Osiris,11-04-2022,A,2.0,2,3,0,3,0,0,5.0,2.0,0,2,0,0,Branch,Inflorescence,71,True,10940,10899
1002,Osiris,11-04-2022,A,2.0,3,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,10948,10899
1003,Osiris,11-04-2022,A,2.0,2,3,0,3,0,0,5.0,1.0,0,2,0,0,Extension,Inflorescence,71,True,10958,10899
1004,Osiris,11-04-2022,A,2.0,3,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,H,False,10966,10899
1005,Osiris,11-04-2022,A,2.0,1,2,0,2,0,0,0.0,0.0,0,2,0,0,Branch,dried/aborted/cutted,aborted,False,10977,10899
1006,Osiris,11-04-2022,A,2.0,1,3,0,3,0,0,10.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,10986,10899
1007,Osiris,11-04-2022,A,2.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,10994,10899
1008,Osiris,11-04-2022,A,2.0,1,3,0,3,0,0,9.0,5.0,0,2,0,0,Extension,Inflorescence,89,True,11007,10899
1009,Osiris,11-04-2022,A,2.0,2,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,11015,10899
1010,Osiris,11-04-2022,A,3.0,0,3,0,3,0,0,0.0,0.0,0,1,0,0,Main,Inflorescence,coupe,True,11026,11025
1011,Osiris,11-04-2022,A,3.0,1,4,0,4,0,0,8.0,8.0,0,2,0,0,Branch,Inflorescence,89,True,11031,11025
1012,Osiris,11-04-2022,A,3.0,2,4,0,4,0,0,5.0,1.0,0,3,0,0,Branch,Inflorescence,71,True,11039,11025
1013,Osiris,11-04-2022,A,3.0,2,3,0,3,0,0,7.0,2.0,0,2,0,0,Extension,Inflorescence,71,True,11060,11025
1014,Osiris,11-04-2022,A,3.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,11068,11025
1015,Osiris,11-04-2022,A,3.0,1,6,0,6,0,0,13.0,13.0,0,4,0,0,Extension,Inflorescence,89,True,11079,11025
1016,Osiris,11-04-2022,A,3.0,2,3,0,3,0,0,7.0,3.0,0,2,0,0,Branch,Inflorescence,89,True,11093,11025
1017,Osiris,11-04-2022,A,3.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,11101,11025
1018,Osiris,11-04-2022,A,3.0,2,3,0,3,0,0,10.0,6.0,0,2,0,0,Extension,Inflorescence,89,True,11111,11025
1019,Osiris,11-04-2022,A,3.0,3,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,E,False,11119,11025
1020,Osiris,11-04-2022,A,4.0,0,6,0,6,0,0,0.0,0.0,0,1,0,0,Main,Inflorescence,coupe,True,11137,11136
1021,Osiris,11-04-2022,A,4.0,1,5,0,5,0,0,9.0,9.0,0,4,0,0,Branch,Inflorescence,89,True,11142,11136
1022,Osiris,11-04-2022,A,4.0,2,3,0,3,0,0,7.0,3.0,0,2,0,0,Extension,Inflorescence,89,True,11156,11136
1023,Osiris,11-04-2022,A,4.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,11164,11136
1024,Osiris,11-04-2022,A,4.0,1,3,0,3,0,0,9.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,11178,11136
1025,Osiris,11-04-2022,A,4.0,2,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,E,False,11186,11136
1026,Osiris,11-04-2022,A,4.0,1,3,0,3,0,0,5.0,5.0,0,1,0,0,Branch,Inflorescence,89,True,11202,11136
1027,Osiris,11-04-2022,A,4.0,2,3,1,4,0,0,0.0,0.0,0,4,0,0,Branch,dried/aborted/cutted,F,False,11207,11136
1028,Osiris,11-04-2022,A,4.0,2,4,2,6,0,0,0.0,0.0,0,6,0,0,Extension,dried/aborted/cutted,E,False,11222,11136
1029,Osiris,11-04-2022,A,4.0,1,4,0,4,0,0,10.0,10.0,0,1,0,0,Branch,Inflorescence,89,True,11244,11136
1030,Osiris,11-04-2022,A,4.0,2,2,0,2,0,0,6.0,6.0,0,1,0,0,Branch,Inflorescence,89,True,11246,11136
1031,Osiris,11-04-2022,A,4.0,3,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,11251,11136
1032,Osiris,11-04-2022,A,4.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Branch,dried/aborted/cutted,aborted,False,11267,11136
1033,Osiris,11-04-2022,A,4.0,2,3,0,3,0,0,0.0,7.0,0,2,0,0,Extension,Inflorescence,89,True,11276,11136
1034,Osiris,11-04-2022,A,4.0,3,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,11284,11136
1035,Osiris,11-04-2022,A,4.0,1,3,0,3,0,0,8.0,8.0,0,2,0,0,Extension,Inflorescence,89,True,11304,11136
1036,Osiris,11-04-2022,A,4.0,2,3,0,3,0,0,6.0,4.0,0,2,0,0,Extension,Inflorescence,89,True,11312,11136
1037,Osiris,11-04-2022,A,4.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,D,False,11320,11136
1038,Osiris,11-04-2022,A,5.0,0,12,0,12,0,0,11.0,10.0,0,7,0,0,Main,Inflorescence,89,True,11335,11334
1039,Osiris,11-04-2022,A,5.0,1,2,0,2,0,0,5.0,5.0,0,1,0,0,Branch,Inflorescence,89,True,11340,11334
1040,Osiris,11-04-2022,A,5.0,2,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,E,False,11345,11334
1041,Osiris,11-04-2022,A,5.0,1,3,0,3,0,0,10.0,10.0,0,1,0,0,Branch,Inflorescence,89,True,11355,11334
1042,Osiris,11-04-2022,A,5.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Branch,Inflorescence,aborted,True,11360,11334
1043,Osiris,11-04-2022,A,5.0,2,3,0,3,0,0,3.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,11369,11334
1044,Osiris,11-04-2022,A,5.0,1,1,0,1,0,0,0.0,0.0,0,1,0,0,Branch,dried/aborted/cutted,aborted,False,11385,11334
1045,Osiris,11-04-2022,A,5.0,1,4,0,4,0,0,7.0,5.0,0,3,0,0,Branch,Inflorescence,89,True,11403,11334
1046,Osiris,11-04-2022,A,5.0,2,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,11414,11334
1047,Osiris,11-04-2022,A,5.0,1,3,0,3,0,0,10.0,5.0,0,2,0,0,Extension,Inflorescence,89,True,11427,11334
1048,Osiris,11-04-2022,A,5.0,2,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,11435,11334
1049,Osiris,11-04-2022,A,6.0,0,3,0,3,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,11449,11448
1050,Osiris,11-04-2022,A,6.0,1,4,0,4,0,0,4.0,4.0,0,2,0,0,Branch,Inflorescence,89,True,11451,11448
1051,Osiris,11-04-2022,A,6.0,2,2,3,5,0,0,0.0,0.0,0,5,0,0,Branch,dried/aborted/cutted,D,False,11459,11448
1052,Osiris,11-04-2022,A,6.0,2,2,0,2,0,0,2.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,11477,11448
1053,Osiris,11-04-2022,A,6.0,1,4,0,4,0,0,10.0,10.0,0,3,0,0,Branch,Inflorescence,89,True,11493,11448
1054,Osiris,11-04-2022,A,6.0,2,3,0,3,0,0,3.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,11504,11448
1055,Osiris,11-04-2022,A,6.0,1,2,0,2,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,11523,11448
1056,Osiris,11-04-2022,A,6.0,2,5,0,5,0,0,8.0,7.0,0,4,0,0,Branch,Inflorescence,89,True,11525,11448
1057,Osiris,11-04-2022,A,6.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,E,False,11539,11448
1058,Osiris,11-04-2022,A,6.0,2,6,0,6,0,0,11.0,11.0,0,4,0,0,Extension,Inflorescence,89,True,11549,11448
1059,Osiris,11-04-2022,A,6.0,3,3,0,3,0,0,6.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,11563,11448
1060,Osiris,11-04-2022,A,6.0,4,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,E,False,11571,11448
1061,Osiris,11-04-2022,A,6.0,3,3,0,3,0,0,5.0,3.0,0,2,0,0,Extension,Inflorescence,89,True,11584,11448
1062,Osiris,11-04-2022,A,6.0,4,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,E,False,11592,11448
1063,Rubis,19-04-2022,A,1.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,11608,11607
1064,Rubis,19-04-2022,A,1.0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,11610,11607
1065,Rubis,19-04-2022,A,1.0,2,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,11612,11607
1066,Rubis,19-04-2022,A,1.0,3,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,coupe,True,11614,11607
1067,Rubis,19-04-2022,A,1.0,4,6,0,6,0,0,15.0,15.0,0,4,0,0,Extension,Inflorescence,89,True,11619,11607
1068,Rubis,19-04-2022,A,1.0,5,8,0,8,0,0,3.0,0.0,0,8,0,0,Branch,Inflorescence,60,True,11633,11607
1069,Rubis,19-04-2022,A,1.0,6,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,vegetative,17,False,11656,11607
1070,Rubis,19-04-2022,A,1.0,5,4,0,4,0,0,5.0,5.0,0,4,0,0,Extension,Inflorescence,89,True,11669,11607
1071,Rubis,19-04-2022,A,1.0,6,4,3,7,0,0,0.0,0.0,0,7,0,0,Extension,vegetative,17,False,11680,11607
1072,Rubis,19-04-2022,A,2.0,0,7,0,7,0,0,14.0,14.0,0,6,0,0,Main,Inflorescence,89,True,11710,11709
1073,Rubis,19-04-2022,A,2.0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,11730,11709
1074,Rubis,19-04-2022,A,2.0,2,2,0,2,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,11732,11709
1075,Rubis,19-04-2022,A,2.0,3,2,0,2,0,0,0.0,0.0,1,1,0,0,Branch,dried/aborted/cutted,E,False,11734,11709
1076,Rubis,19-04-2022,A,2.0,3,1,0,1,0,0,20.0,13.0,0,0,0,0,Extension,Inflorescence,89,True,11743,11709
1077,Rubis,19-04-2022,A,2.0,4,5,1,6,0,0,0.0,0.0,1,4,0,0,Extension,dried/aborted/cutted,H,False,11745,11709
1078,Rubis,19-04-2022,A,3.0,0,3,0,3,0,0,9.0,9.0,0,2,0,0,Main,Inflorescence,89.0,True,11773,11772
1079,Rubis,19-04-2022,A,3.0,1,4,0,4,0,0,10.0,7.0,1,2,0,0,Extension,Inflorescence,89.0,True,11781,11772
1080,Rubis,19-04-2022,A,3.0,2,7,6,13,0,0,0.0,0.0,1,12,0,0,Extension,dried/aborted/cutted,17.0,False,11792,11772
1081,Rubis,19-04-2022,A,4.0,0,2,0,2,0,0,0.0,0.0,0,1,0,0,Main,Inflorescence,coupe,True,11836,11835
1082,Rubis,19-04-2022,A,4.0,1,3,0,3,0,0,13.0,13.0,0,2,0,0,Extension,Inflorescence,89,True,11841,11835
1083,Rubis,19-04-2022,A,4.0,2,3,0,3,0,0,7.0,2.0,0,2,0,0,Extension,Inflorescence,71,True,11849,11835
1084,Rubis,19-04-2022,A,4.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,11857,11835
1085,Sanié,19-04-2022,A,1.0,0,4,0,4,0,0,8.0,8.0,0,1,0,0,Main,Inflorescence,89,True,11872,11871
1086,Sanié,19-04-2022,A,1.0,1,2,0,2,0,0,0.0,0.0,0,0,0,0,Branch,Inflorescence,coupe,True,11874,11871
1087,Sanié,19-04-2022,A,1.0,2,4,0,4,0,0,0.0,0.0,0,4,0,0,Branch,dried/aborted/cutted,H,False,11876,11871
1088,Sanié,19-04-2022,A,1.0,2,1,0,1,0,0,6.0,6.0,0,0,0,0,Extension,Inflorescence,89,True,11891,11871
1089,Sanié,19-04-2022,A,1.0,3,1,0,1,0,0,5.0,5.0,0,0,0,0,Extension,Inflorescence,89,True,11893,11871
1090,Sanié,19-04-2022,A,1.0,4,1,0,1,0,0,8.0,7.0,0,0,0,0,Extension,Inflorescence,89,True,11895,11871
1091,Sanié,19-04-2022,A,1.0,5,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,I,True,11897,11871
1092,Sanié,19-04-2022,A,1.0,1,1,0,1,0,0,4.0,4.0,0,0,0,0,Branch,Inflorescence,89,True,11913,11871
1093,Sanié,19-04-2022,A,1.0,2,4,0,4,0,0,3.0,2.0,0,3,0,0,Extension,Inflorescence,89,True,11915,11871
1094,Sanié,19-04-2022,A,1.0,3,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,11926,11871
1095,Sanié,19-04-2022,A,1.0,4,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,E,False,11931,11871
1096,Sanié,19-04-2022,A,1.0,1,3,0,3,0,0,4.0,4.0,0,1,0,0,Extension,Inflorescence,89,True,11946,11871
1097,Sanié,19-04-2022,A,1.0,2,3,0,3,0,0,5.0,4.0,0,1,0,0,Extension,Inflorescence,89,True,11957,11871
1098,Sanié,19-04-2022,A,1.0,3,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,11968,11871
1099,Sanié,19-04-2022,A,2.0,0,3,0,3,0,0,16.0,16.0,0,0,0,0,Main,Inflorescence,89,True,11986,11985
1100,Sanié,19-04-2022,A,2.0,1,3,0,3,0,0,11.0,11.0,0,2,0,0,Branch,Inflorescence,89,True,11988,11985
1101,Sanié,19-04-2022,A,2.0,2,2,0,2,0,0,8.0,8.0,0,1,0,0,Extension,Inflorescence,89,True,11996,11985
1102,Sanié,19-04-2022,A,2.0,3,2,0,2,0,0,7.0,7.0,0,1,0,0,Extension,Inflorescence,89,True,12001,11985
1103,Sanié,19-04-2022,A,2.0,4,2,0,2,0,0,2.0,1.0,0,1,0,0,Extension,Inflorescence,71,True,12006,11985
1104,Sanié,19-04-2022,A,2.0,1,5,0,5,0,0,3.0,3.0,0,4,0,0,Branch,Inflorescence,89,True,12024,11985
1105,Sanié,19-04-2022,A,2.0,2,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,12038,11985
1106,Sanié,19-04-2022,A,2.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,H,False,12046,11985
1107,Sanié,19-04-2022,A,2.0,1,5,0,5,0,0,8.0,8.0,0,4,0,0,Extension,Inflorescence,89,True,12057,11985
1108,Sanié,19-04-2022,A,2.0,2,3,0,3,0,0,2.0,2.0,0,2,0,0,Extension,Inflorescence,89,True,12071,11985
1109,Sanié,19-04-2022,A,2.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,12079,11985
1110,Sanié,19-04-2022,A,3.0,0,8,0,8,0,0,5.0,5.0,0,3,0,0,Main,Inflorescence,89,True,12094,12093
1111,Sanié,19-04-2022,A,3.0,1,2,0,2,0,0,4.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,12099,12093
1112,Sanié,19-04-2022,A,3.0,2,1,0,1,0,0,4.0,4.0,0,0,0,0,Extension,Inflorescence,89,True,12104,12093
1113,Sanié,19-04-2022,A,3.0,3,2,0,2,0,0,4.0,4.0,0,1,0,0,Extension,Inflorescence,89,True,12106,12093
1114,Sanié,19-04-2022,A,3.0,4,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,H,False,12111,12093
1115,Sanié,19-04-2022,A,3.0,1,1,0,1,0,0,8.0,8.0,0,0,0,0,Branch,Inflorescence,89,True,12126,12093
1116,Sanié,19-04-2022,A,3.0,2,3,0,3,0,0,2.0,2.0,0,2,0,0,Extension,Inflorescence,89,True,12128,12093
1117,Sanié,19-04-2022,A,3.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55,True,12136,12093
1118,Sanié,19-04-2022,A,3.0,1,2,0,2,0,0,5.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,12153,12093
1119,Sanié,19-04-2022,A,3.0,2,4,0,4,0,0,2.0,2.0,0,3,0,0,Extension,Inflorescence,89,True,12158,12093
1120,Sanié,19-04-2022,A,3.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55,True,12169,12093
1121,Sanié,19-04-2022,A,3.0,1,2,0,2,0,0,3.0,3.0,0,1,0,0,Branch,Inflorescence,89,True,12183,12093
1122,Sanié,19-04-2022,A,3.0,2,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,aborted,False,12188,12093
1123,Sanié,19-04-2022,A,3.0,1,4,0,4,0,0,3.0,0.0,0,3,0,0,Extension,Inflorescence,60,True,12198,12093
1124,Sanié,19-04-2022,A,3.0,2,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,H,True,12209,12093
1125,Sanié,19-04-2022,A,4.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,12220,12219
1126,Sanié,19-04-2022,A,4.0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,12222,12219
1127,Sanié,19-04-2022,A,4.0,2,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,12224,12219
1128,Sanié,19-04-2022,A,4.0,3,5,0,5,0,0,16.0,16.0,0,3,0,0,Extension,Inflorescence,89,True,12226,12219
1129,Sanié,19-04-2022,A,4.0,4,3,0,3,0,0,0.0,0.0,0,2,0,0,Branch,Inflorescence,aborted,True,12237,12219
1130,Sanié,19-04-2022,A,4.0,5,1,2,3,0,0,6.0,6.0,0,3,0,0,Extension,Inflorescence,89,True,12245,12219
1131,Sanié,19-04-2022,A,4.0,4,3,0,3,0,0,9.0,9.0,0,2,0,0,Extension,Inflorescence,89,True,12258,12219
1132,Sanié,19-04-2022,A,4.0,5,3,0,3,0,0,1.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,12266,12219
