,Genotype,date,modality,plant,order,no_visible_leaves,no_foliar_primordia,no_total_leaves,no_open_flowers,no_aborted_flowers,no_total_flowers,no_fruits,no_stolons,no_vegetative_bud,no_initiated_bud,no_floral_bud,type_of_crown,crown_status,stage,complete_module,vid,plant_vid
742,Dream,19-04-2022,A,2.0,6,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,H,False,7720,7572
743,Dream,19-04-2022,A,2.0,4,2,0,2,0,0,0.0,2.0,0,1,0,0,Extension,Inflorescence,89,True,7728,7572
744,Dream,19-04-2022,A,2.0,5,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,89,True,7733,7572
745,Dream,19-04-2022,A,2.0,6,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,H,False,7741,7572
746,Dream,19-04-2022,A,3.0,0,4,0,4,0,0,12.0,10.0,0,2,0,0,Main,Inflorescence,89,True,7753,7752
747,Dream,19-04-2022,A,3.0,1,2,0,2,0,0,6.0,5.0,0,0,0,0,Branch,Inflorescence,89,True,7761,7752
748,Dream,19-04-2022,A,3.0,2,2,0,2,0,0,3.0,2.0,0,1,0,0,Branch,Inflorescence,89,True,7763,7752
749,Dream,19-04-2022,A,3.0,3,2,0,2,0,0,3.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,7768,7752
750,Dream,19-04-2022,A,3.0,4,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,55,False,7773,7752
751,Dream,19-04-2022,A,3.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,H,False,7784,7752
752,Dream,19-04-2022,A,3.0,1,2,0,2,0,0,5.0,4.0,0,1,0,0,Extension,Inflorescence,89,True,7797,7752
753,Dream,19-04-2022,A,3.0,2,1,0,1,0,0,4.0,4.0,0,0,0,0,Extension,Inflorescence,89,True,7802,7752
754,Dream,19-04-2022,A,3.0,3,3,0,3,0,0,6.0,1.0,0,2,0,0,Extension,Inflorescence,71,True,7804,7752
755,Dream,19-04-2022,A,3.0,4,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,7812,7752
756,Dream,19-04-2022,A,4.0,0,9,0,9,0,0,14.0,13.0,0,6,0,0,Main,Inflorescence,89,True,7825,7824
757,Dream,19-04-2022,A,4.0,1,4,0,4,0,0,5.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,7827,7824
758,Dream,19-04-2022,A,4.0,2,2,0,2,0,0,3.0,2.0,0,1,0,0,Branch,Inflorescence,89,True,7835,7824
759,Dream,19-04-2022,A,4.0,3,2,0,2,0,0,2.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,7840,7824
760,Dream,19-04-2022,A,4.0,2,3,0,3,0,0,2.0,2.0,0,2,0,0,Extension,Inflorescence,89,True,7856,7824
761,Dream,19-04-2022,A,4.0,3,3,0,3,0,0,2.0,1.0,0,2,0,0,Extension,Inflorescence,71,True,7864,7824
762,Dream,19-04-2022,A,4.0,4,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,7872,7824
763,Dream,19-04-2022,A,4.0,1,5,0,5,0,0,4.0,2.0,0,3,0,0,Branch,Inflorescence,71,True,7890,7824
764,Dream,19-04-2022,A,4.0,2,1,0,1,0,0,8.0,6.0,0,0,0,0,Branch,Inflorescence,89,True,7898,7824
765,Dream,19-04-2022,A,4.0,3,3,0,3,0,0,3.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,7900,7824
766,Dream,19-04-2022,A,4.0,4,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,I,False,7908,7824
767,Dream,19-04-2022,A,4.0,2,3,0,3,0,0,2.0,1.0,0,2,0,0,Extension,Inflorescence,71,True,7922,7824
768,Dream,19-04-2022,A,4.0,3,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,7930,7824
769,Dream,19-04-2022,A,4.0,1,2,0,2,0,0,3.0,3.0,0,1,0,0,Branch,Inflorescence,89,True,7962,7824
770,Dream,19-04-2022,A,4.0,2,2,0,2,0,0,4.0,3.0,0,1,0,0,Extension,Inflorescence,89,True,7967,7824
771,Dream,19-04-2022,A,4.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,I,False,7972,7824
772,Dream,19-04-2022,A,5.0,0,5,0,5,0,0,6.0,6.0,0,3,0,0,Main,Inflorescence,89.0,True,7990,7989
773,Dream,19-04-2022,A,5.0,1,3,0,3,0,0,6.0,6.0,0,3,0,0,Branch,Inflorescence,89.0,True,8001,7989
774,Dream,19-04-2022,A,5.0,1,1,0,1,0,0,5.0,3.0,0,0,0,0,Extension,Inflorescence,71.0,True,8013,7989
775,Dream,19-04-2022,A,5.0,2,3,0,3,0,0,4.0,3.0,0,2,0,0,Extension,Inflorescence,89.0,True,8015,7989
776,Dream,19-04-2022,A,5.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55.0,True,8023,7989
777,gariguette,05-04-2022,A,1.0,0,9,0,9,0,0,19.0,19.0,0,7,0,0,Main,Inflorescence,89,True,8038,8037
778,gariguette,05-04-2022,A,1.0,1,2,0,2,0,0,8.0,8.0,0,2,0,0,Branch,Inflorescence,89,True,8061,8037
779,gariguette,05-04-2022,A,1.0,2,5,0,5,0,0,0.0,0.0,0,4,0,0,Extension,vegetative,17,False,8066,8037
780,gariguette,05-04-2022,A,1.0,1,2,0,2,0,0,9.0,9.0,0,1,0,0,Extension,Inflorescence,89,True,8097,8037
781,gariguette,05-04-2022,A,1.0,2,2,0,2,0,0,8.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,8102,8037
782,gariguette,05-04-2022,A,2.0,0,13,0,13,0,0,18.0,18.0,0,10,0,0,Main,Inflorescence,89,True,8122,8121
783,gariguette,05-04-2022,A,2.0,1,1,0,1,0,0,9.0,8.0,0,0,0,0,Branch,Inflorescence,89,True,8148,8121
784,gariguette,05-04-2022,A,2.0,2,6,0,6,0,0,0.0,0.0,0,6,0,0,Extension,dried/aborted/cutted,F,False,8150,8121
785,gariguette,05-04-2022,A,2.0,1,2,0,2,0,0,10.0,10.0,0,1,0,0,Branch,Inflorescence,89,True,8178,8121
786,gariguette,05-04-2022,A,2.0,2,5,0,5,0,0,5.0,1.0,0,4,0,0,Extension,Inflorescence,71,True,8183,8121
787,gariguette,05-04-2022,A,2.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,8197,8121
788,gariguette,05-04-2022,A,2.0,1,3,0,3,0,0,8.0,8.0,0,2,0,0,Extension,Inflorescence,89,True,8211,8121
789,gariguette,05-04-2022,A,2.0,2,3,0,3,0,0,6.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,8219,8121
790,gariguette,05-04-2022,A,3.0,0,9,0,9,0,0,4.0,4.0,0,6,0,0,Main,Inflorescence,89,True,8248,8247
791,gariguette,05-04-2022,A,3.0,1,2,0,2,0,0,5.0,5.0,0,1,0,0,Branch,Inflorescence,89,True,8268,8247
792,gariguette,05-04-2022,A,3.0,2,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,aborted,True,8273,8247
793,gariguette,05-04-2022,A,3.0,1,1,0,1,0,0,3.0,3.0,0,1,0,0,Branch,Inflorescence,89,True,8280,8247
794,gariguette,05-04-2022,A,3.0,1,2,0,2,0,0,5.0,5.0,0,1,0,0,Extension,Inflorescence,89,True,8286,8247
795,gariguette,05-04-2022,A,3.0,2,5,0,5,0,0,6.0,0.0,0,4,0,0,Extension,Inflorescence,60,True,8291,8247
796,gariguette,05-04-2022,A,3.0,3,3,0,3,0,0,0.0,0.0,0,3,0,0,Branch,dried/aborted/cutted,H,False,8302,8247
797,gariguette,05-04-2022,A,4.0,0,12,0,12,0,0,18.0,0.0,0,8,0,0,Main,Inflorescence,89,True,8320,8319
798,gariguette,05-04-2022,A,4.0,1,5,0,5,0,0,5.0,0.0,0,3,0,0,Branch,Inflorescence,89,True,8325,8319
799,gariguette,05-04-2022,A,4.0,2,1,0,1,0,0,10.0,0.0,0,0,0,0,Branch,Inflorescence,89,True,8330,8319
800,gariguette,05-04-2022,A,4.0,3,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,aborted,True,8332,8319
801,gariguette,05-04-2022,A,4.0,1,3,0,3,0,0,8.0,0.0,0,1,0,0,Branch,Inflorescence,89,True,8361,8319
802,gariguette,05-04-2022,A,4.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Branch,dried/aborted/cutted,aborted,False,8366,8319
803,gariguette,05-04-2022,A,4.0,2,2,0,2,0,0,5.0,0.0,0,1,0,0,Extension,Inflorescence,89,True,8378,8319
804,gariguette,05-04-2022,A,4.0,3,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,E,False,8383,8319
805,gariguette,05-04-2022,A,4.0,1,3,0,3,0,0,10.0,0.0,0,2,0,0,Branch,Inflorescence,89,True,8418,8319
806,gariguette,05-04-2022,A,4.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,aborted,True,8426,8319
807,gariguette,05-04-2022,A,4.0,1,2,0,2,0,0,8.0,0.0,0,1,0,0,Extension,Inflorescence,89,True,8439,8319
808,gariguette,05-04-2022,A,4.0,2,2,1,3,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,8444,8319
809,gariguette,05-04-2022,A,5.0,0,8,0,8,0,0,22.0,0.0,0,6,0,0,Main,Inflorescence,89,True,8464,8463
810,gariguette,05-04-2022,A,5.0,1,3,0,3,0,0,7.0,0.0,0,2,0,0,Branch,Inflorescence,89,True,8484,8463
811,gariguette,05-04-2022,A,5.0,1,2,0,2,0,0,8.0,0.0,0,1,0,0,Extension,Inflorescence,89,True,8505,8463
812,gariguette,05-04-2022,A,5.0,2,1,1,2,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,G,False,8510,8463
813,gariguette,05-04-2022,A,6.0,0,14,0,14,0,0,6.0,6.0,0,10,0,0,Main,Inflorescence,89,True,8527,8526
814,gariguette,05-04-2022,A,6.0,1,2,0,2,0,0,0.0,0.0,0,1,0,0,Branch,Inflorescence,,True,8556,8526
815,gariguette,05-04-2022,A,6.0,2,3,0,3,0,0,12.0,6.0,0,3,0,0,Extension,Inflorescence,89,True,8561,8526
816,gariguette,05-04-2022,A,6.0,1,2,0,2,0,0,6.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,8574,8526
817,gariguette,05-04-2022,A,6.0,2,3,0,3,0,0,3.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,8579,8526
818,gariguette,05-04-2022,A,6.0,1,2,0,2,0,0,5.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,8601,8526
819,gariguette,05-04-2022,A,6.0,1,2,0,2,0,0,5.0,5.0,0,2,0,0,Branch,Inflorescence,89,True,8610,8526
820,Leroy Ladurie,19-04-2022,A,1.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,8623,8622
821,Leroy Ladurie,19-04-2022,A,1.0,1,5,0,5,0,0,12.0,9.0,0,3,0,0,Extension,Inflorescence,89,True,8625,8622
822,Leroy Ladurie,19-04-2022,A,1.0,2,3,0,3,0,0,8.0,7.0,0,3,0,0,Branch,Inflorescence,89,True,8636,8622
823,Leroy Ladurie,19-04-2022,A,1.0,3,3,5,8,0,0,0.0,0.0,2,6,0,0,Extension,vegetative,18,False,8644,8622
824,Leroy Ladurie,19-04-2022,A,1.0,2,4,0,4,0,0,7.0,6.0,2,2,0,0,Extension,Inflorescence,89,True,8672,8622
825,Leroy Ladurie,19-04-2022,A,1.0,3,5,5,10,0,0,0.0,0.0,2,8,0,0,Extension,vegetative,17,False,8683,8622
826,Leroy Ladurie,19-04-2022,A,2.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,8719,8718
827,Leroy Ladurie,19-04-2022,A,2.0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,8721,8718
828,Leroy Ladurie,19-04-2022,A,2.0,2,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,8723,8718
829,Leroy Ladurie,19-04-2022,A,2.0,3,5,0,5,0,0,17.0,12.0,0,4,0,0,Extension,Inflorescence,89,True,8725,8718
830,Leroy Ladurie,19-04-2022,A,2.0,4,7,4,11,0,0,0.0,0.0,3,8,0,0,Branch,vegetative,17,False,8736,8718
831,Leroy Ladurie,19-04-2022,A,2.0,4,3,0,3,0,0,11.0,5.0,0,3,0,0,Extension,Inflorescence,89,True,8772,8718
832,Leroy Ladurie,19-04-2022,A,2.0,5,3,4,7,0,0,0.0,0.0,3,4,0,0,Extension,vegetative,17,False,8780,8718
833,Leroy Ladurie,19-04-2022,A,3.0,0,7,0,7,0,0,13.0,13.0,2,2,0,0,Main,Inflorescence,89.0,True,8809,8808
834,Leroy Ladurie,19-04-2022,A,3.0,1,8,4,12,0,0,0.0,0.0,7,5,0,0,Branch,dried/aborted/cutted,17.0,False,8811,8808
835,Leroy Ladurie,19-04-2022,A,3.0,1,4,0,4,0,0,7.0,6.0,1,2,0,0,Branch,Inflorescence,89.0,True,8859,8808
836,Leroy Ladurie,19-04-2022,A,3.0,2,4,4,8,0,0,0.0,0.0,0,8,0,0,Extension,dried/aborted/cutted,17.0,False,8870,8808
837,Leroy Ladurie,19-04-2022,A,3.0,1,4,0,4,0,0,12.0,7.0,1,2,0,0,Extension,Inflorescence,89.0,True,8901,8808
838,Leroy Ladurie,19-04-2022,A,3.0,2,4,4,8,0,0,0.0,0.0,1,7,0,0,Extension,dried/aborted/cutted,17.0,False,8912,8808
839,Leroy Ladurie,19-04-2022,A,4.0,0,12,0,12,0,0,19.0,19.0,3,5,0,0,Main,Inflorescence,89,True,8941,8940
840,Leroy Ladurie,19-04-2022,A,4.0,1,7,0,7,0,0,11.0,5.0,3,4,0,0,Branch,Inflorescence,89,True,8943,8940
841,Leroy Ladurie,19-04-2022,A,4.0,2,2,4,6,0,0,0.0,0.0,0,6,0,0,Extension,vegetative,17,False,8963,8940
842,Leroy Ladurie,19-04-2022,A,4.0,1,5,5,10,0,0,0.0,0.0,4,6,0,0,Branch,vegetative,17,False,8985,8940
843,Leroy Ladurie,19-04-2022,A,4.0,1,5,0,5,0,0,13.0,8.0,0,5,0,0,Branch,Inflorescence,89,True,9033,8940
844,Leroy Ladurie,19-04-2022,A,4.0,2,3,4,7,0,0,0.0,0.0,0,7,0,0,Extension,vegetative,17,False,9047,8940
845,Leroy Ladurie,19-04-2022,A,4.0,1,9,4,13,0,0,0.0,0.0,4,9,0,0,Branch,vegetative,17,False,9072,8940
846,Leroy Ladurie,19-04-2022,A,4.0,1,2,0,2,0,0,11.0,6.0,0,2,0,0,Branch,Inflorescence,89,True,9117,8940
847,Leroy Ladurie,19-04-2022,A,4.0,2,4,3,7,0,0,0.0,0.0,0,7,0,0,Extension,vegetative,17,False,9122,8940
848,Leroy Ladurie,19-04-2022,A,4.0,1,4,0,4,0,0,13.0,9.0,1,2,0,0,Extension,Inflorescence,89,True,9147,8940
849,Leroy Ladurie,19-04-2022,A,4.0,2,4,3,7,0,0,0.0,0.0,0,7,0,0,Extension,dried/aborted/cutted,C,False,9158,8940
850,Leroy Ladurie,19-04-2022,A,4.0,0,9,0,9,0,0,12.0,12.0,2,4,0,0,Main,Inflorescence,55,True,9184,9183
851,Leroy Ladurie,19-04-2022,A,4.0,1,9,0,9,0,0,0.0,0.0,4,4,0,0,Branch,vegetative,,False,9186,9183
852,Leroy Ladurie,19-04-2022,A,4.0,1,1,0,1,0,0,15.0,9.0,0,1,0,0,Branch,Inflorescence,55,True,9216,9183
853,Leroy Ladurie,19-04-2022,A,4.0,2,7,2,9,0,0,0.0,0.0,0,9,0,0,Extension,vegetative,17,False,9218,9183
854,Leroy Ladurie,19-04-2022,A,4.0,1,3,0,3,0,0,0.0,0.0,1,2,0,0,Branch,Inflorescence,coupe,True,9258,9183
855,Leroy Ladurie,19-04-2022,A,4.0,2,5,2,7,0,0,0.0,0.0,2,5,0,0,Extension,vegetative,17,False,9266,9183
856,Leroy Ladurie,19-04-2022,A,4.0,1,4,0,4,0,0,9.0,3.0,1,3,0,0,Extension,Inflorescence,55,True,9297,9183
857,Leroy Ladurie,19-04-2022,A,4.0,2,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,vegetative,17,False,9308,9183
858,Leroy Ladurie,19-04-2022,A,6.0,0,11,0,11,0,0,16.0,16.0,4,4,0,0,Main,Inflorescence,89.0,True,9325,9324
859,Leroy Ladurie,19-04-2022,A,6.0,1,6,0,6,0,0,16.0,6.0,3,2,0,0,Branch,Inflorescence,89.0,True,9327,9324
860,Leroy Ladurie,19-04-2022,A,6.0,2,3,5,8,0,0,0.0,0.0,3,5,0,0,Extension,dried/aborted/cutted,17.0,False,9344,9324
861,Leroy Ladurie,19-04-2022,A,6.0,1,4,0,4,0,0,16.0,8.0,2,1,0,0,Branch,Inflorescence,89.0,True,9396,9324
862,Leroy Ladurie,19-04-2022,A,6.0,2,3,3,6,0,0,0.0,0.0,0,6,0,0,Extension,dried/aborted/cutted,17.0,False,9407,9324
863,Leroy Ladurie,19-04-2022,A,6.0,1,6,0,6,0,0,10.0,3.0,0,4,0,0,Extension,Inflorescence,71.0,True,9429,9324
864,Leroy Ladurie,19-04-2022,A,6.0,2,3,4,7,0,0,0.0,0.0,3,4,0,0,Extension,dried/aborted/cutted,17.0,False,9452,9324
865,Magnum,11-04-2022,A,1.0,0,7,0,7,0,0,0.0,0.0,0,3,0,0,Main,Inflorescence,coupe,True,9478,9477
866,Magnum,11-04-2022,A,1.0,1,1,0,1,0,0,8.0,8.0,0,0,0,0,Branch,Inflorescence,89,True,9483,9477
867,Magnum,11-04-2022,A,1.0,2,3,0,3,0,0,4.0,2.0,0,2,0,0,Extension,Inflorescence,71,True,9485,9477
868,Magnum,11-04-2022,A,1.0,1,2,0,2,0,0,8.0,6.0,0,1,0,0,Branch,Inflorescence,89,True,9504,9477
869,Magnum,11-04-2022,A,1.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,aborted,False,9509,9477
870,Magnum,11-04-2022,A,1.0,1,3,0,3,0,0,6.0,2.0,0,2,0,0,Branch,Inflorescence,71,True,9522,9477
871,Magnum,11-04-2022,A,1.0,1,1,0,1,0,0,2.0,2.0,0,0,0,0,Extension,Inflorescence,89,True,9537,9477
872,Magnum,11-04-2022,A,1.0,2,4,0,4,0,0,0.0,0.0,0,4,0,0,Extension,Inflorescence,55,True,9539,9477
873,Magnum,11-04-2022,A,2.0,0,5,0,5,0,0,0.0,0.0,0,1,0,0,Main,Inflorescence,coupe,True,9556,9555
874,Magnum,11-04-2022,A,2.0,1,6,1,7,0,0,0.0,0.0,0,7,0,0,Branch,dried/aborted/cutted,I,False,9558,9555
875,Magnum,11-04-2022,A,2.0,1,2,0,2,0,0,4.0,3.0,0,0,0,0,Branch,Inflorescence,89,True,9582,9555
876,Magnum,11-04-2022,A,2.0,2,1,0,1,0,0,0.0,0.0,0,1,0,0,Branch,dried/aborted/cutted,aborted,False,9584,9555
877,Magnum,11-04-2022,A,2.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Extension,dried/aborted/cutted,E,False,9590,9555
878,Magnum,11-04-2022,A,2.0,1,2,0,2,0,0,6.0,6.0,0,0,0,0,Branch,Inflorescence,89,True,9609,9555
879,Magnum,11-04-2022,A,2.0,2,3,3,6,0,0,0.0,0.0,0,6,0,0,Branch,dried/aborted/cutted,E,False,9611,9555
880,Magnum,11-04-2022,A,2.0,2,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,9632,9555
881,Magnum,11-04-2022,A,2.0,1,7,0,7,0,0,10.0,10.0,0,5,0,0,Extension,Inflorescence,89,True,9654,9555
882,Magnum,11-04-2022,A,2.0,2,4,0,4,0,0,0.0,0.0,0,4,0,0,Branch,dried/aborted/cutted,G,False,9671,9555
883,Magnum,11-04-2022,A,2.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Extension,dried/aborted/cutted,G,False,9686,9555
884,Magnum,11-04-2022,A,3.0,0,7,0,7,0,0,9.0,9.0,0,4,0,0,Main,Inflorescence,89,True,9706,9705
885,Magnum,11-04-2022,A,3.0,1,1,0,1,0,0,5.0,5.0,0,0,0,0,Branch,Inflorescence,89,True,9708,9705
886,Magnum,11-04-2022,A,3.0,2,3,1,4,0,0,0.0,0.0,0,4,0,0,Extension,Inflorescence,55,True,9710,9705
887,Magnum,11-04-2022,A,3.0,1,2,0,2,0,0,6.0,6.0,0,1,0,0,Branch,Inflorescence,89,True,9735,9705
888,Magnum,11-04-2022,A,3.0,2,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,9740,9705
889,Magnum,11-04-2022,A,3.0,1,3,0,3,0,0,6.0,6.0,0,2,0,0,Extension,Inflorescence,89,True,9756,9705
890,Magnum,11-04-2022,A,3.0,2,2,0,2,0,0,3.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,9764,9705
891,Magnum,11-04-2022,A,4.0,0,4,0,4,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,9778,9777
892,Magnum,11-04-2022,A,4.0,1,6,0,6,0,0,5.0,0.0,0,5,0,0,Branch,Inflorescence,60,True,9780,9777
893,Magnum,11-04-2022,A,4.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,9797,9777
894,Magnum,11-04-2022,A,4.0,1,1,0,1,0,0,7.0,7.0,0,0,0,0,Branch,Inflorescence,89,True,9810,9777
895,Magnum,11-04-2022,A,4.0,2,4,0,4,0,0,7.0,0.0,0,3,0,0,Extension,Inflorescence,60,True,9812,9777
896,Magnum,11-04-2022,A,4.0,1,2,0,2,0,0,3.0,3.0,0,1,0,0,Branch,Inflorescence,89,True,9834,9777
897,Magnum,11-04-2022,A,4.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Extension,dried/aborted/cutted,F,False,9839,9777
898,Magnum,11-04-2022,A,4.0,1,4,0,4,0,0,15.0,15.0,0,2,0,0,Extension,Inflorescence,89,True,9858,9777
899,Magnum,11-04-2022,A,4.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Branch,dried/aborted/cutted,E,False,9866,9777
900,Magnum,11-04-2022,A,4.0,2,2,0,2,0,0,7.0,7.0,0,1,0,0,Extension,Inflorescence,89,True,9884,9777
901,Magnum,11-04-2022,A,4.0,3,3,2,5,0,0,0.0,0.0,0,5,0,0,Extension,dried/aborted/cutted,G,False,9889,9777
902,Magnum,11-04-2022,A,5.0,0,6,0,6,0,0,10.0,10.0,0,1,0,0,Main,Inflorescence,89,True,9910,9909
903,Magnum,11-04-2022,A,5.0,1,4,0,4,0,0,0.0,0.0,0,4,0,0,Branch,dried/aborted/cutted,C,False,9915,9909
904,Magnum,11-04-2022,A,5.0,1,1,0,1,0,0,3.0,3.0,0,0,0,0,Branch,Inflorescence,89,True,9930,9909
905,Magnum,11-04-2022,A,5.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,D,False,9932,9909
906,Magnum,11-04-2022,A,5.0,1,1,0,1,0,0,6.0,6.0,0,0,0,0,Branch,Inflorescence,89,True,9945,9909
907,Magnum,11-04-2022,A,5.0,2,4,0,4,0,0,0.0,0.0,0,4,0,0,Extension,Inflorescence,aborted,True,9947,9909
908,Magnum,11-04-2022,A,5.0,1,4,0,4,0,0,0.0,0.0,0,4,0,0,Branch,Inflorescence,aborted,True,9963,9909
909,Magnum,11-04-2022,A,5.0,1,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55,True,9978,9909
910,Magnum,11-04-2022,A,6.0,0,12,0,12,0,0,14.0,14.0,0,8,0,0,Main,Inflorescence,89,True,9991,9990
911,Magnum,11-04-2022,A,6.0,1,4,0,4,0,0,7.0,7.0,0,3,0,0,Branch,Inflorescence,89,True,10002,9990
912,Magnum,11-04-2022,A,6.0,2,2,0,2,0,0,1.0,0.0,0,1,0,0,Extension,Inflorescence,60,True,10013,9990
913,Magnum,11-04-2022,A,6.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,10018,9990
914,Magnum,11-04-2022,A,6.0,1,2,0,2,0,0,4.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,10029,9990
915,Magnum,11-04-2022,A,6.0,2,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,E,False,10034,9990
916,Magnum,11-04-2022,A,6.0,1,2,0,2,0,0,6.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,10065,9990
917,Magnum,11-04-2022,A,6.0,2,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,10070,9990
918,Magnum,11-04-2022,A,6.0,1,2,0,2,0,0,6.0,3.0,0,1,0,0,Extension,Inflorescence,71,True,10083,9990
919,Magnum,11-04-2022,A,6.0,2,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,10088,9990
920,Manon,05-04-2022,A,1.0,0,8,0,8,0,0,7.0,7.0,0,4,0,0,Main,Inflorescence,89,True,10102,10101
921,Manon,05-04-2022,A,1.0,1,1,0,1,0,0,4.0,3.0,0,0,0,0,Branch,Inflorescence,89,True,10104,10101
922,Manon,05-04-2022,A,1.0,2,3,1,4,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55,True,10106,10101
923,Manon,05-04-2022,A,1.0,1,1,0,1,0,0,6.0,5.0,0,0,0,0,Branch,Inflorescence,89,True,10125,10101
924,Manon,05-04-2022,A,1.0,2,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,55,True,10127,10101
925,Manon,05-04-2022,A,1.0,1,2,0,2,0,0,0.0,0.0,0,1,0,0,Branch,Inflorescence,aborted,True,10152,10101
926,Manon,05-04-2022,A,1.0,2,4,0,4,0,0,2.0,2.0,0,2,0,0,Extension,Inflorescence,89,True,10157,10101
927,Manon,05-04-2022,A,1.0,3,1,0,1,0,0,7.0,6.0,0,0,0,0,Branch,Inflorescence,89,True,10162,10101
928,Manon,05-04-2022,A,1.0,4,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,Inflorescence,55,True,10164,10101
929,Manon,05-04-2022,A,1.0,5,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,H,False,10169,10101
930,Manon,05-04-2022,A,1.0,3,1,0,1,0,0,9.0,9.0,0,1,0,0,Extension,Inflorescence,89,True,10180,10101
931,Manon,05-04-2022,A,1.0,1,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,H,False,10194,10101
932,Manon,05-04-2022,A,2.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,aborted,True,10204,10203
933,Manon,05-04-2022,A,2.0,1,6,0,6,0,0,19.0,19.0,0,3,0,0,Extension,Inflorescence,89,True,10206,10203
934,Manon,05-04-2022,A,2.0,2,4,0,4,0,0,6.0,6.0,0,3,0,0,Branch,Inflorescence,89,True,10211,10203
935,Manon,05-04-2022,A,2.0,3,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,I,False,10222,10203
936,Manon,05-04-2022,A,2.0,2,3,2,5,0,0,0.0,0.0,0,5,0,0,Branch,dried/aborted/cutted,H,False,10244,10203
