,node_id,rank,branching_type,complete,no_modules_branching,no_branch_crown_branching,no_extension_crown_branching,branching_length,Genotype,order,date,plant
646,7321,9,branch crown,incomplete,1,1,0,2,Darselect,1,05-04-2022,3.0
647,7330,10,branch crown,incomplete,0,0,0,0,Darselect,1,05-04-2022,3.0
648,7332,11,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,3.0
649,7335,12,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,3.0
650,7343,1,vegetative bud,other,0,0,0,0,Darselect,0,05-04-2022,4.0
651,7346,2,branch crown,complete,4,2,2,10,Darselect,0,05-04-2022,4.0
652,7382,3,branch crown,complete,0,0,0,0,Darselect,0,05-04-2022,4.0
653,7384,4,branch crown,incomplete,1,1,0,1,Darselect,1,05-04-2022,4.0
654,7396,5,branch crown,complete,0,0,0,0,Darselect,1,05-04-2022,4.0
655,7398,6,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,4.0
656,7401,7,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,4.0
657,7404,8,branch crown,complete,0,0,0,0,Darselect,2,05-04-2022,4.0
658,7406,9,vegetative bud,other,0,0,0,0,Darselect,3,05-04-2022,4.0
659,7409,10,branch crown,incomplete,0,0,0,0,Darselect,3,05-04-2022,4.0
660,7411,11,vegetative bud,other,0,0,0,0,Darselect,4,05-04-2022,4.0
661,7414,12,vegetative bud,other,0,0,0,0,Darselect,4,05-04-2022,4.0
662,7417,13,vegetative bud,other,0,0,0,0,Darselect,4,05-04-2022,4.0
663,7420,14,vegetative bud,other,0,0,0,0,Darselect,4,05-04-2022,4.0
664,7430,1,vegetative bud,other,0,0,0,0,Darselect,0,05-04-2022,5.0
665,7433,2,vegetative bud,other,0,0,0,0,Darselect,0,05-04-2022,5.0
666,7436,3,branch crown,complete,3,1,2,5,Darselect,0,05-04-2022,5.0
667,7454,4,branch crown,complete,0,0,0,0,Darselect,0,05-04-2022,5.0
668,7456,5,vegetative bud,other,0,0,0,0,Darselect,1,05-04-2022,5.0
669,7459,6,branch crown,complete,0,0,0,0,Darselect,1,05-04-2022,5.0
670,7461,7,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,5.0
671,7464,8,vegetative bud,other,0,0,0,0,Darselect,2,05-04-2022,5.0
672,7467,9,branch crown,incomplete,0,0,0,0,Darselect,2,05-04-2022,5.0
673,7469,10,vegetative bud,other,0,0,0,0,Darselect,3,05-04-2022,5.0
674,2439,1,branch crown,complete,3,1,2,10,CF12074,0,25-04-2022,1.0
675,2481,2,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,1.0
676,2483,3,branch crown,complete,3,1,2,9,CF12074,1,25-04-2022,1.0
677,2522,4,branch crown,complete,3,1,2,7,CF12074,1,25-04-2022,1.0
678,2549,5,branch crown,complete,3,1,2,7,CF12074,1,25-04-2022,1.0
679,2576,6,branch crown,complete,2,1,1,5,CF12074,1,25-04-2022,1.0
680,2597,7,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,1.0
681,2600,8,branch crown,complete,0,0,0,0,CF12074,1,25-04-2022,1.0
682,2602,9,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,1.0
683,2605,10,branch crown,complete,0,0,0,0,CF12074,2,25-04-2022,1.0
684,2607,11,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,1.0
685,2610,12,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,1.0
686,2613,13,branch crown,incomplete,0,0,0,0,CF12074,3,25-04-2022,1.0
687,2615,14,vegetative bud,other,0,0,0,0,CF12074,4,25-04-2022,1.0
688,2618,15,vegetative bud,other,0,0,0,0,CF12074,4,25-04-2022,1.0
689,2621,16,-1,other,0,0,0,0,CF12074,4,25-04-2022,1.0
690,2637,1,branch crown,complete,3,1,2,6,CF12074,0,25-04-2022,2.0
691,2661,2,branch crown,complete,3,1,2,6,CF12074,0,25-04-2022,2.0
692,2685,3,branch crown,complete,3,1,2,8,CF12074,0,25-04-2022,2.0
693,2715,4,branch crown,complete,4,1,3,8,CF12074,0,25-04-2022,2.0
694,2748,5,branch crown,complete,2,1,1,4,CF12074,0,25-04-2022,2.0
695,2766,6,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,2.0
696,2768,7,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,2.0
697,2771,8,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,2.0
698,2774,9,branch crown,complete,0,0,0,0,CF12074,1,25-04-2022,2.0
699,2776,10,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,2.0
700,2779,11,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,2.0
701,2782,12,branch crown,incomplete,1,1,0,1,CF12074,2,25-04-2022,2.0
702,2791,13,branch crown,incomplete,0,0,0,0,CF12074,2,25-04-2022,2.0
703,2793,14,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,2.0
704,2796,15,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,2.0
705,2805,1,branch crown,complete,2,1,1,4,CF12074,0,25-04-2022,3.0
706,2826,2,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,3.0
707,2828,3,branch crown,complete,0,0,0,0,CF12074,1,25-04-2022,3.0
708,2830,4,stolon,other,0,0,0,0,CF12074,2,25-04-2022,3.0
709,2833,5,branch crown,complete,3,1,2,7,CF12074,2,25-04-2022,3.0
710,2863,6,branch crown,complete,1,1,0,2,CF12074,2,25-04-2022,3.0
711,2881,7,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,3.0
712,2884,8,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,3.0
713,2887,9,branch crown,complete,2,1,1,4,CF12074,2,25-04-2022,3.0
714,2908,10,branch crown,complete,0,0,0,0,CF12074,2,25-04-2022,3.0
715,2910,11,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,3.0
716,2913,12,branch crown,complete,0,0,0,0,CF12074,3,25-04-2022,3.0
717,2915,13,vegetative bud,other,0,0,0,0,CF12074,4,25-04-2022,3.0
718,2918,14,vegetative bud,other,0,0,0,0,CF12074,4,25-04-2022,3.0
719,2921,15,branch crown,incomplete,0,0,0,0,CF12074,4,25-04-2022,3.0
720,2923,16,vegetative bud,other,0,0,0,0,CF12074,5,25-04-2022,3.0
721,2926,17,vegetative bud,other,0,0,0,0,CF12074,5,25-04-2022,3.0
722,2929,18,vegetative bud,other,0,0,0,0,CF12074,5,25-04-2022,3.0
723,2932,19,vegetative bud,other,0,0,0,0,CF12074,5,25-04-2022,3.0
724,2943,1,branch crown,complete,4,2,2,11,CF12074,0,25-04-2022,4.0
725,2985,2,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,4.0
726,2987,3,branch crown,complete,0,0,0,0,CF12074,1,25-04-2022,4.0
727,2989,4,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,4.0
728,2992,5,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,4.0
729,2995,6,branch crown,incomplete,1,1,0,1,CF12074,2,25-04-2022,4.0
730,3004,7,branch crown,incomplete,0,0,0,0,CF12074,2,25-04-2022,4.0
731,3006,8,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,4.0
732,3009,9,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,4.0
733,3018,1,branch crown,complete,2,1,1,3,CF12074,0,25-04-2022,5.0
734,3036,2,branch crown,complete,2,1,1,5,CF12074,0,25-04-2022,5.0
735,3060,3,branch crown,complete,4,2,2,13,CF12074,0,25-04-2022,5.0
736,3111,4,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,5.0
737,3113,5,stolon,other,0,0,0,0,CF12074,1,25-04-2022,5.0
738,3116,6,branch crown,complete,1,1,0,3,CF12074,1,25-04-2022,5.0
739,3134,7,branch crown,complete,1,1,0,2,CF12074,1,25-04-2022,5.0
740,3146,8,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,5.0
741,3149,9,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,5.0
742,3152,10,branch crown,complete,2,1,1,4,CF12074,1,25-04-2022,5.0
743,3176,11,branch crown,complete,0,0,0,0,CF12074,1,25-04-2022,5.0
744,3178,12,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,5.0
745,3181,13,branch crown,incomplete,0,0,0,0,CF12074,2,25-04-2022,5.0
746,3183,14,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,5.0
747,3186,15,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,5.0
748,3189,16,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,5.0
749,3192,17,vegetative bud,other,0,0,0,0,CF12074,3,25-04-2022,5.0
750,3201,1,branch crown,complete,4,2,2,14,CF12074,0,25-04-2022,6.0
751,3252,2,branch crown,complete,4,2,2,12,CF12074,0,25-04-2022,6.0
752,3294,3,branch crown,complete,4,2,2,12,CF12074,0,25-04-2022,6.0
753,3336,4,vegetative bud,other,0,0,0,0,CF12074,0,25-04-2022,6.0
754,3339,5,vegetative bud,other,0,0,0,0,CF12074,0,25-04-2022,6.0
755,3342,6,branch crown,complete,2,1,1,6,CF12074,0,25-04-2022,6.0
756,3366,7,branch crown,complete,0,0,0,0,CF12074,0,25-04-2022,6.0
757,3368,8,vegetative bud,other,0,0,0,0,CF12074,1,25-04-2022,6.0
758,3371,9,branch crown,incomplete,0,0,0,0,CF12074,1,25-04-2022,6.0
759,3373,10,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,6.0
760,3376,11,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,6.0
761,3379,12,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,6.0
762,3382,13,vegetative bud,other,0,0,0,0,CF12074,2,25-04-2022,6.0
763,3,1,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
764,6,2,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
765,9,3,branch crown,complete,3,1,2,13,Belle_et_Bonne,0,25-04-2022,1.0
766,66,4,stolon,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
767,69,5,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
768,72,6,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
769,75,7,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
770,78,8,branch crown,complete,3,1,2,7,Belle_et_Bonne,0,25-04-2022,1.0
771,108,9,branch crown,complete,0,0,0,0,Belle_et_Bonne,0,25-04-2022,1.0
772,110,10,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,1.0
773,113,11,branch crown,incomplete,1,1,0,4,Belle_et_Bonne,1,25-04-2022,1.0
774,128,12,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,1.0
775,131,13,branch crown,complete,0,0,0,0,Belle_et_Bonne,1,25-04-2022,1.0
776,133,14,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,1.0
777,136,15,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,1.0
778,139,16,branch crown,complete,0,0,0,0,Belle_et_Bonne,2,25-04-2022,1.0
779,141,17,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,1.0
780,144,18,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,1.0
781,147,19,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,1.0
782,150,20,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,1.0
783,171,1,branch crown,complete,3,1,2,9,Belle_et_Bonne,0,25-04-2022,2.0
784,204,2,branch crown,complete,3,1,2,7,Belle_et_Bonne,0,25-04-2022,2.0
785,231,3,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,2.0
786,234,4,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,2.0
787,237,5,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,2.0
788,240,6,branch crown,complete,0,0,0,0,Belle_et_Bonne,0,25-04-2022,2.0
789,242,7,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,2.0
790,245,8,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,2.0
791,248,9,branch crown,complete,0,0,0,0,Belle_et_Bonne,1,25-04-2022,2.0
792,250,10,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,2.0
793,253,11,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,2.0
794,256,12,branch crown,incomplete,0,0,0,0,Belle_et_Bonne,2,25-04-2022,2.0
795,258,13,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,2.0
796,261,14,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,2.0
797,264,15,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,2.0
798,267,16,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,2.0
799,276,1,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,3.0
800,279,2,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,3.0
801,282,3,branch crown,complete,6,2,4,14,Belle_et_Bonne,0,25-04-2022,3.0
802,351,4,branch crown,complete,3,1,2,10,Belle_et_Bonne,0,25-04-2022,3.0
803,402,5,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,3.0
804,405,6,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,3.0
805,408,7,branch crown,complete,0,0,0,0,Belle_et_Bonne,0,25-04-2022,3.0
806,410,8,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,3.0
807,413,9,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,3.0
808,416,10,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,3.0
809,419,11,branch crown,incomplete,0,0,0,0,Belle_et_Bonne,1,25-04-2022,3.0
810,421,12,branch crown,incomplete,1,1,0,1,Belle_et_Bonne,2,25-04-2022,3.0
811,439,13,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
812,442,14,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
813,445,15,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
814,448,16,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
815,451,17,-1,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
816,469,18,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
817,472,19,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
818,475,20,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
819,478,21,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
820,481,22,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
821,484,23,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,3.0
822,492,1,branch crown,complete,5,1,4,12,Belle_et_Bonne,0,25-04-2022,4.0
823,534,2,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,4.0
824,537,3,vegetative bud,other,0,0,0,0,Belle_et_Bonne,0,25-04-2022,4.0
825,540,4,branch crown,incomplete,1,1,0,2,Belle_et_Bonne,0,25-04-2022,4.0
826,549,5,branch crown,complete,0,0,0,0,Belle_et_Bonne,0,25-04-2022,4.0
827,551,6,branch crown,incomplete,1,1,0,3,Belle_et_Bonne,1,25-04-2022,4.0
828,569,7,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,4.0
829,572,8,branch crown,complete,0,0,0,0,Belle_et_Bonne,1,25-04-2022,4.0
830,574,9,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,4.0
831,577,10,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,4.0
832,580,11,branch crown,incomplete,0,0,0,0,Belle_et_Bonne,2,25-04-2022,4.0
833,582,12,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,4.0
834,585,13,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,4.0
835,588,14,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,4.0
836,591,15,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,4.0
837,600,1,branch crown,complete,3,1,2,4,Belle_et_Bonne,0,25-04-2022,5.0
838,621,2,branch crown,complete,4,1,3,11,Belle_et_Bonne,0,25-04-2022,5.0
839,660,3,branch crown,complete,3,1,2,8,Belle_et_Bonne,0,25-04-2022,5.0
840,690,4,branch crown,complete,0,0,0,0,Belle_et_Bonne,0,25-04-2022,5.0
841,692,5,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,5.0
842,695,6,vegetative bud,other,0,0,0,0,Belle_et_Bonne,1,25-04-2022,5.0
843,698,7,branch crown,complete,0,0,0,0,Belle_et_Bonne,1,25-04-2022,5.0
844,700,8,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,5.0
845,703,9,vegetative bud,other,0,0,0,0,Belle_et_Bonne,2,25-04-2022,5.0
846,706,10,branch crown,incomplete,0,0,0,0,Belle_et_Bonne,2,25-04-2022,5.0
847,708,11,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,5.0
848,711,12,stolon,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,5.0
849,714,13,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,5.0
850,717,14,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,5.0
851,720,15,vegetative bud,other,0,0,0,0,Belle_et_Bonne,3,25-04-2022,5.0
852,10610,1,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,1.0
853,10613,2,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,1.0
854,10616,3,branch crown,complete,0,0,0,0,Moutot,0,19-04-2022,1.0
855,10618,4,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,1.0
856,10621,5,branch crown,complete,0,0,0,0,Moutot,1,19-04-2022,1.0
857,10623,6,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,1.0
858,10626,7,branch crown,complete,0,0,0,0,Moutot,2,19-04-2022,1.0
859,10628,8,vegetative bud,other,0,0,0,0,Moutot,3,19-04-2022,1.0
860,10631,9,vegetative bud,other,0,0,0,0,Moutot,3,19-04-2022,1.0
861,10634,10,-1,other,0,0,0,0,Moutot,3,19-04-2022,1.0
862,10649,1,branch crown,complete,3,1,2,7,Moutot,0,19-04-2022,2.0
863,10676,2,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,2.0
864,10679,3,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,2.0
865,10682,4,branch crown,complete,0,0,0,0,Moutot,0,19-04-2022,2.0
866,10684,5,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,2.0
867,10687,6,branch crown,complete,0,0,0,0,Moutot,1,19-04-2022,2.0
868,10689,7,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,2.0
869,10692,8,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,2.0
870,10695,9,branch crown,incomplete,0,0,0,0,Moutot,2,19-04-2022,2.0
871,10697,10,vegetative bud,other,0,0,0,0,Moutot,3,19-04-2022,2.0
872,10700,11,vegetative bud,other,0,0,0,0,Moutot,3,19-04-2022,2.0
873,10709,1,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,3.0
874,10712,2,vegetative bud,other,0,0,0,0,Moutot,0,19-04-2022,3.0
875,10715,3,branch crown,complete,0,0,0,0,Moutot,0,19-04-2022,3.0
876,10717,4,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,3.0
877,10720,5,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,3.0
878,10723,6,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,3.0
879,10726,7,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,3.0
880,10729,8,branch crown,incomplete,0,0,0,0,Moutot,1,19-04-2022,3.0
881,10731,9,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,3.0
882,10734,10,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,3.0
883,10737,11,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,3.0
884,10740,12,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,3.0
885,10743,13,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,3.0
886,10751,1,branch crown,complete,0,0,0,0,Moutot,0,19-04-2022,4.0
887,10753,2,vegetative bud,other,0,0,0,0,Moutot,1,19-04-2022,4.0
888,10756,3,branch crown,complete,3,1,2,7,Moutot,1,19-04-2022,4.0
889,10792,4,branch crown,complete,0,0,0,0,Moutot,1,19-04-2022,4.0
890,10794,5,vegetative bud,other,0,0,0,0,Moutot,2,19-04-2022,4.0
891,10797,6,branch crown,complete,0,0,0,0,Moutot,2,19-04-2022,4.0
892,10799,7,vegetative bud,other,0,0,0,0,Moutot,3,19-04-2022,4.0
893,10802,8,branch crown,complete,0,0,0,0,Moutot,3,19-04-2022,4.0
894,10804,9,branch crown,incomplete,0,0,0,0,Moutot,4,19-04-2022,4.0
895,10806,10,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
896,10809,11,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
897,10812,12,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
898,10815,13,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
899,10818,14,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
900,10821,15,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
901,10824,16,vegetative bud,other,0,0,0,0,Moutot,5,19-04-2022,4.0
902,10835,1,branch crown,complete,3,1,2,4,Osiris,0,11-04-2022,1.0
903,10853,2,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,1.0
904,10856,3,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,1.0
905,10859,4,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,1.0
906,10862,5,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,1.0
907,10865,6,branch crown,complete,1,1,0,4,Osiris,0,11-04-2022,1.0
908,10883,7,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,1.0
909,10885,8,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,1.0
910,10888,9,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,1.0
911,10891,10,-1,other,0,0,0,0,Osiris,1,11-04-2022,1.0
912,10901,1,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,2.0
913,10904,2,branch crown,incomplete,1,1,0,2,Osiris,0,11-04-2022,2.0
914,10913,3,branch crown,complete,3,1,2,6,Osiris,0,11-04-2022,2.0
915,10937,4,branch crown,complete,5,2,3,12,Osiris,0,11-04-2022,2.0
916,10976,5,branch crown,incomplete,1,1,0,2,Osiris,0,11-04-2022,2.0
917,10985,6,branch crown,complete,2,1,1,5,Osiris,0,11-04-2022,2.0
918,11003,7,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,2.0
919,11006,8,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,2.0
920,11008,9,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,2.0
921,11011,10,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,2.0
922,11014,11,branch crown,incomplete,0,0,0,0,Osiris,1,11-04-2022,2.0
923,11016,12,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,2.0
924,11019,13,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,2.0
925,11027,1,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,3.0
926,11030,2,branch crown,complete,4,2,2,12,Osiris,0,11-04-2022,3.0
927,11078,3,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,3.0
928,11080,4,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,3.0
929,11083,5,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,3.0
930,11086,6,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,3.0
931,11089,7,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,3.0
932,11092,8,branch crown,complete,2,1,1,4,Osiris,1,11-04-2022,3.0
933,11110,9,branch crown,complete,0,0,0,0,Osiris,1,11-04-2022,3.0
934,11112,10,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,3.0
935,11115,11,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,3.0
936,11118,12,branch crown,incomplete,0,0,0,0,Osiris,2,11-04-2022,3.0
937,11120,13,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,3.0
938,11123,14,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,3.0
939,11126,15,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,3.0
940,11129,16,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,3.0
941,11138,1,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,4.0
942,11141,2,branch crown,complete,3,1,2,10,Osiris,0,11-04-2022,4.0
943,11177,3,branch crown,complete,2,1,1,5,Osiris,0,11-04-2022,4.0
944,11201,4,branch crown,complete,3,2,1,10,Osiris,0,11-04-2022,4.0
945,11243,5,branch crown,complete,6,3,3,15,Osiris,0,11-04-2022,4.0
946,11303,6,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,4.0
947,11305,7,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,4.0
948,11308,8,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,4.0
949,11311,9,branch crown,complete,0,0,0,0,Osiris,1,11-04-2022,4.0
950,11313,10,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,4.0
951,11316,11,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,4.0
952,11319,12,branch crown,incomplete,0,0,0,0,Osiris,2,11-04-2022,4.0
953,11321,13,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,4.0
954,11324,14,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,4.0
955,11327,15,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,4.0
956,11336,1,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
957,11339,2,branch crown,complete,2,1,1,3,Osiris,0,11-04-2022,5.0
958,11351,3,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
959,11354,4,branch crown,complete,3,2,1,8,Osiris,0,11-04-2022,5.0
960,11384,5,branch crown,incomplete,1,1,0,1,Osiris,0,11-04-2022,5.0
961,11390,6,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
962,11393,7,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
963,11396,8,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
964,11399,9,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
965,11402,10,branch crown,complete,2,1,1,5,Osiris,0,11-04-2022,5.0
966,11423,11,vegetative bud,other,0,0,0,0,Osiris,0,11-04-2022,5.0
967,11426,12,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,5.0
968,11428,13,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,5.0
