,node_id,rank,branching_type,complete,no_modules_branching,no_branch_crown_branching,no_extension_crown_branching,branching_length,Genotype,order,date,plant
1297,10392,14,-1,other,0,0,0,0,Manon,2,05-04-2022,3.0
1298,10406,1,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1299,10409,2,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1300,10412,3,branch crown,complete,2,1,1,4,Manon,0,05-04-2022,4.0
1301,10430,4,branch crown,complete,2,1,1,3,Manon,0,05-04-2022,4.0
1302,10442,5,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1303,10445,6,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1304,10448,7,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1305,10451,8,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,4.0
1306,10454,9,branch crown,complete,2,1,1,4,Manon,0,05-04-2022,4.0
1307,10469,10,branch crown,complete,0,0,0,0,Manon,0,05-04-2022,4.0
1308,10471,11,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,4.0
1309,10474,12,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,4.0
1310,10477,13,branch crown,incomplete,0,0,0,0,Manon,1,05-04-2022,4.0
1311,10479,14,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,4.0
1312,10482,15,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,4.0
1313,10485,16,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,4.0
1314,10493,1,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1315,10496,2,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1316,10499,3,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1317,10502,4,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1318,10505,5,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1319,10508,6,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,5.0
1320,10511,7,branch crown,complete,2,1,1,5,Manon,0,05-04-2022,5.0
1321,10532,8,branch crown,complete,0,0,0,0,Manon,0,05-04-2022,5.0
1322,10534,9,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,5.0
1323,10537,10,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,5.0
1324,10540,11,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,5.0
1325,10543,12,branch crown,incomplete,0,0,0,0,Manon,1,05-04-2022,5.0
1326,10545,13,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,5.0
1327,10548,14,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,5.0
1328,10551,15,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,5.0
1329,10554,16,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,5.0
1330,10562,1,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,6.0
1331,10565,2,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,6.0
1332,10568,3,branch crown,complete,2,1,1,6,Manon,0,05-04-2022,6.0
1333,10589,4,branch crown,complete,0,0,0,0,Manon,0,05-04-2022,6.0
1334,10591,5,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,6.0
1335,10594,6,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,6.0
1336,10597,7,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,6.0
1337,10600,8,-1,other,0,0,0,0,Manon,1,05-04-2022,6.0
1338,729,1,branch crown,complete,2,1,1,4,Belrubi,0,25-04-2022,1.0
1339,747,2,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,1.0
1340,750,3,branch crown,complete,2,1,1,4,Belrubi,0,25-04-2022,1.0
1341,768,4,branch crown,complete,0,0,0,0,Belrubi,0,25-04-2022,1.0
1342,770,5,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,1.0
1343,773,6,branch crown,incomplete,0,0,0,0,Belrubi,1,25-04-2022,1.0
1344,775,7,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,1.0
1345,778,8,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,1.0
1346,781,9,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,1.0
1347,789,1,branch crown,incomplete,1,1,0,3,Belrubi,0,25-04-2022,2.0
1348,801,2,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,2.0
1349,804,3,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,2.0
1350,807,4,branch crown,complete,2,1,1,5,Belrubi,0,25-04-2022,2.0
1351,828,5,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,2.0
1352,831,6,branch crown,complete,0,0,0,0,Belrubi,0,25-04-2022,2.0
1353,833,7,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,2.0
1354,836,8,branch crown,complete,0,0,0,0,Belrubi,1,25-04-2022,2.0
1355,838,9,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,2.0
1356,841,10,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,2.0
1357,844,11,branch crown,incomplete,0,0,0,0,Belrubi,2,25-04-2022,2.0
1358,846,12,vegetative bud,other,0,0,0,0,Belrubi,3,25-04-2022,2.0
1359,849,13,vegetative bud,other,0,0,0,0,Belrubi,3,25-04-2022,2.0
1360,858,1,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1361,861,2,branch crown,complete,3,2,1,10,Belrubi,0,25-04-2022,3.0
1362,909,3,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1363,912,4,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1364,915,5,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1365,918,6,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1366,921,7,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1367,924,8,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,3.0
1368,927,9,branch crown,complete,2,1,1,6,Belrubi,0,25-04-2022,3.0
1369,954,10,branch crown,complete,0,0,0,0,Belrubi,0,25-04-2022,3.0
1370,956,11,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,3.0
1371,959,12,branch crown,complete,0,0,0,0,Belrubi,1,25-04-2022,3.0
1372,961,13,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,3.0
1373,964,14,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,3.0
1374,967,15,branch crown,incomplete,0,0,0,0,Belrubi,2,25-04-2022,3.0
1375,969,16,vegetative bud,other,0,0,0,0,Belrubi,3,25-04-2022,3.0
1376,972,17,vegetative bud,other,0,0,0,0,Belrubi,3,25-04-2022,3.0
1377,975,18,vegetative bud,other,0,0,0,0,Belrubi,3,25-04-2022,3.0
1378,984,1,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,4.0
1379,987,2,branch crown,complete,3,1,2,7,Belrubi,0,25-04-2022,4.0
1380,1011,3,branch crown,complete,0,0,0,0,Belrubi,0,25-04-2022,4.0
1381,1013,4,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,4.0
1382,1016,5,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,4.0
1383,1019,6,branch crown,complete,0,0,0,0,Belrubi,1,25-04-2022,4.0
1384,1021,7,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,4.0
1385,1024,8,-1,other,0,0,0,0,Belrubi,2,25-04-2022,4.0
1386,1035,1,branch crown,complete,2,1,1,6,Belrubi,0,25-04-2022,5.0
1387,1062,2,branch crown,complete,3,2,1,8,Belrubi,0,25-04-2022,5.0
1388,1107,3,vegetative bud,other,0,0,0,0,Belrubi,0,25-04-2022,5.0
1389,1110,4,branch crown,complete,2,1,1,9,Belrubi,0,25-04-2022,5.0
1390,1143,5,branch crown,complete,0,0,0,0,Belrubi,0,25-04-2022,5.0
1391,1145,6,vegetative bud,other,0,0,0,0,Belrubi,1,25-04-2022,5.0
1392,1148,7,branch crown,complete,3,1,2,7,Belrubi,1,25-04-2022,5.0
1393,1175,8,branch crown,complete,0,0,0,0,Belrubi,1,25-04-2022,5.0
1394,1177,9,vegetative bud,other,0,0,0,0,Belrubi,2,25-04-2022,5.0
1395,1180,10,aborted/dried bud,other,0,0,0,0,Belrubi,2,25-04-2022,5.0
1396,8039,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1397,8042,2,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1398,8045,3,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1399,8048,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1400,8051,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1401,8054,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1402,8057,7,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,1.0
1403,8060,8,branch crown,complete,2,1,1,7,gariguette,0,05-04-2022,1.0
1404,8096,9,branch crown,complete,0,0,0,0,gariguette,0,05-04-2022,1.0
1405,8098,10,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,1.0
1406,8101,11,branch crown,complete,0,0,0,0,gariguette,1,05-04-2022,1.0
1407,8103,12,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,1.0
1408,8106,13,-1,other,0,0,0,0,gariguette,2,05-04-2022,1.0
1409,8123,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1410,8126,2,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1411,8129,3,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1412,8132,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1413,8135,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1414,8138,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1415,8141,7,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1416,8144,8,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1417,8147,9,branch crown,complete,2,1,1,7,gariguette,0,05-04-2022,2.0
1418,8171,10,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1419,8174,11,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,2.0
1420,8177,12,branch crown,complete,3,1,2,10,gariguette,0,05-04-2022,2.0
1421,8210,13,branch crown,complete,0,0,0,0,gariguette,0,05-04-2022,2.0
1422,8212,14,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,2.0
1423,8215,15,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,2.0
1424,8218,16,branch crown,complete,0,0,0,0,gariguette,1,05-04-2022,2.0
1425,8220,17,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,2.0
1426,8223,18,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,2.0
1427,8226,19,-1,other,0,0,0,0,gariguette,2,05-04-2022,2.0
1428,8249,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1429,8252,2,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1430,8255,3,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1431,8258,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1432,8261,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1433,8264,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,3.0
1434,8267,7,branch crown,complete,2,1,1,3,gariguette,0,05-04-2022,3.0
1435,8279,8,branch crown,complete,1,1,0,1,gariguette,0,05-04-2022,3.0
1436,8285,9,branch crown,complete,0,0,0,0,gariguette,0,05-04-2022,3.0
1437,8287,10,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,3.0
1438,8290,11,branch crown,complete,0,0,0,0,gariguette,1,05-04-2022,3.0
1439,8292,12,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,3.0
1440,8295,13,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,3.0
1441,8298,14,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,3.0
1442,8301,15,branch crown,incomplete,1,1,0,3,gariguette,2,05-04-2022,3.0
1443,8313,16,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,3.0
1444,8321,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1445,8324,2,branch crown,complete,3,2,1,7,gariguette,0,05-04-2022,4.0
1446,8360,3,branch crown,complete,4,2,2,8,gariguette,0,05-04-2022,4.0
1447,8396,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1448,8399,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1449,8402,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1450,8405,7,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1451,8408,8,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1452,8411,9,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1453,8414,10,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,4.0
1454,8417,11,branch crown,complete,2,1,1,5,gariguette,0,05-04-2022,4.0
1455,8438,12,branch crown,complete,0,0,0,0,gariguette,0,05-04-2022,4.0
1456,8440,13,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,4.0
1457,8443,14,branch crown,incomplete,0,0,0,0,gariguette,1,05-04-2022,4.0
1458,8445,15,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,4.0
1459,8448,16,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,4.0
1460,8451,17,-1,other,0,0,0,0,gariguette,2,05-04-2022,4.0
1461,8465,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1462,8468,2,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1463,8471,3,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1464,8474,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1465,8477,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1466,8480,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,5.0
1467,8483,7,branch crown,complete,1,1,0,3,gariguette,0,05-04-2022,5.0
1468,8504,8,branch crown,complete,0,0,0,0,gariguette,0,05-04-2022,5.0
1469,8506,9,vegetative bud,other,0,0,0,0,gariguette,1,05-04-2022,5.0
1470,8509,10,branch crown,incomplete,0,0,0,0,gariguette,1,05-04-2022,5.0
1471,8511,11,vegetative bud,other,0,0,0,0,gariguette,2,05-04-2022,5.0
1472,8514,12,-1,other,0,0,0,0,gariguette,2,05-04-2022,5.0
1473,8528,1,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1474,8531,2,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1475,8534,3,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1476,8537,4,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1477,8540,5,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1478,8543,6,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1479,8546,7,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1480,8549,8,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1481,8552,9,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1482,8555,10,branch crown,complete,2,1,1,5,gariguette,0,05-04-2022,6.0
1483,8573,11,branch crown,complete,2,1,1,5,gariguette,0,05-04-2022,6.0
1484,8600,12,branch crown,complete,1,1,0,2,gariguette,0,05-04-2022,6.0
1485,8609,13,branch crown,complete,1,1,0,2,gariguette,0,05-04-2022,6.0
1486,8618,14,vegetative bud,other,0,0,0,0,gariguette,0,05-04-2022,6.0
1487,6573,1,branch crown,complete,2,1,1,4,Clery,0,05-04-2022,1.0
1488,6597,2,branch crown,complete,3,1,2,9,Clery,0,05-04-2022,1.0
1489,6633,3,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,1.0
1490,6635,4,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,1.0
1491,6638,5,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,1.0
1492,6641,6,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,1.0
1493,6643,7,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,1.0
1494,6646,8,branch crown,complete,0,0,0,0,Clery,2,05-04-2022,1.0
1495,6648,9,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,1.0
1496,6651,10,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,1.0
1497,6654,11,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,1.0
1498,6657,12,branch crown,incomplete,0,0,0,0,Clery,3,05-04-2022,1.0
1499,6659,13,vegetative bud,other,0,0,0,0,Clery,4,05-04-2022,1.0
1500,6662,14,vegetative bud,other,0,0,0,0,Clery,4,05-04-2022,1.0
1501,6665,15,vegetative bud,other,0,0,0,0,Clery,4,05-04-2022,1.0
1502,6668,16,vegetative bud,other,0,0,0,0,Clery,4,05-04-2022,1.0
1503,6678,1,branch crown,complete,3,1,2,9,Clery,0,05-04-2022,2.0
1504,6714,2,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,2.0
1505,6717,3,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,2.0
1506,6720,4,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,2.0
1507,6722,5,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,2.0
1508,6725,6,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,2.0
1509,6728,7,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,2.0
1510,6730,8,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,2.0
1511,6733,9,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,2.0
1512,6736,10,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,2.0
1513,6739,11,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,2.0
1514,6742,12,-1,other,0,0,0,0,Clery,2,05-04-2022,2.0
1515,6753,1,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,3.0
1516,6756,2,branch crown,complete,2,1,1,4,Clery,0,05-04-2022,3.0
1517,6777,3,branch crown,complete,2,1,1,7,Clery,0,05-04-2022,3.0
1518,6810,4,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,3.0
1519,6812,5,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,3.0
1520,6815,6,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,3.0
1521,6818,7,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,3.0
1522,6821,8,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,3.0
1523,6823,9,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,3.0
1524,6826,10,branch crown,incomplete,0,0,0,0,Clery,2,05-04-2022,3.0
1525,6828,11,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,3.0
1526,6831,12,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,3.0
1527,6834,13,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,3.0
1528,6837,14,-1,other,0,0,0,0,Clery,3,05-04-2022,3.0
1529,6852,1,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,4.0
1530,6855,2,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,4.0
1531,6858,3,branch crown,complete,1,1,0,1,Clery,0,05-04-2022,4.0
1532,6862,4,,other,0,0,0,0,Clery,0,05-04-2022,4.0
1533,6863,5,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,4.0
1534,6865,6,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,4.0
1535,6868,7,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,4.0
1536,6871,8,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,4.0
1537,6873,9,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,4.0
1538,6876,10,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,4.0
1539,6879,11,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,4.0
1540,6890,1,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,5.0
1541,6893,2,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,5.0
1542,6896,3,branch crown,complete,2,1,1,5,Clery,0,05-04-2022,5.0
1543,6923,4,branch crown,complete,5,2,3,13,Clery,0,05-04-2022,5.0
1544,6977,5,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,5.0
1545,6979,6,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,5.0
1546,6982,7,vegetative bud,other,0,0,0,0,Clery,1,05-04-2022,5.0
1547,6985,8,branch crown,complete,1,1,0,3,Clery,1,05-04-2022,5.0
1548,7003,9,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,5.0
1549,7005,10,branch crown,incomplete,1,1,0,3,Clery,2,05-04-2022,5.0
1550,7020,11,branch crown,incomplete,0,0,0,0,Clery,2,05-04-2022,5.0
1551,7022,12,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,5.0
1552,7025,13,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,5.0
1553,7028,14,-1,other,0,0,0,0,Clery,3,05-04-2022,5.0
1554,7046,1,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1555,7049,2,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1556,7052,3,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1557,7055,4,branch crown,complete,2,1,1,3,Clery,0,05-04-2022,1.0
1558,7070,5,branch crown,complete,1,1,0,2,Clery,0,05-04-2022,1.0
1559,7079,6,branch crown,complete,1,1,0,1,Clery,0,05-04-2022,1.0
1560,7088,7,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1561,7091,8,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1562,7094,9,vegetative bud,other,0,0,0,0,Clery,0,05-04-2022,1.0
1563,7097,10,branch crown,complete,0,0,0,0,Clery,0,05-04-2022,1.0
1564,7099,11,branch crown,complete,0,0,0,0,Clery,1,05-04-2022,1.0
1565,7101,12,vegetative bud,other,0,0,0,0,Clery,2,05-04-2022,1.0
1566,7104,13,branch crown,incomplete,0,0,0,0,Clery,2,05-04-2022,1.0
1567,7106,14,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,1.0
1568,7109,15,vegetative bud,other,0,0,0,0,Clery,3,05-04-2022,1.0
1569,7112,16,-1,other,0,0,0,0,Clery,3,05-04-2022,1.0
1570,5322,1,stolon,other,0,0,0,0,Cireine,0,25-04-2022,1.0
1571,5325,2,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,1.0
1572,5328,3,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,1.0
1573,5331,4,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,1.0
1574,5334,5,branch crown,complete,2,1,1,7,Cireine,0,25-04-2022,1.0
1575,5367,6,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,1.0
1576,5370,7,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,1.0
1577,5372,8,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,1.0
1578,5375,9,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,1.0
1579,5378,10,branch crown,complete,0,0,0,0,Cireine,1,25-04-2022,1.0
1580,5380,11,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,1.0
1581,5383,12,branch crown,incomplete,0,0,0,0,Cireine,2,25-04-2022,1.0
1582,5385,13,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,1.0
1583,5388,14,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,1.0
1584,5391,15,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,1.0
1585,5394,16,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,1.0
1586,5397,17,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,1.0
1587,5406,1,branch crown,complete,3,1,2,7,Cireine,0,25-04-2022,2.0
1588,5430,2,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,2.0
1589,5433,3,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,2.0
1590,5435,4,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,2.0
1591,5438,5,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,2.0
1592,5441,6,branch crown,complete,0,0,0,0,Cireine,1,25-04-2022,2.0
1593,5443,7,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,2.0
1594,5446,8,branch crown,incomplete,0,0,0,0,Cireine,2,25-04-2022,2.0
1595,5448,9,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,2.0
1596,5451,10,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,2.0
1597,5454,11,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,2.0
1598,5463,1,branch crown,complete,4,1,3,8,Cireine,0,25-04-2022,3.0
1599,5490,2,branch crown,complete,2,1,1,4,Cireine,0,25-04-2022,3.0
1600,5505,3,branch crown,complete,3,1,2,6,Cireine,0,25-04-2022,3.0
1601,5529,4,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,3.0
1602,5531,5,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,3.0
1603,5534,6,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,3.0
1604,5537,7,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,3.0
1605,5540,8,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,3.0
1606,5543,9,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,3.0
1607,5546,10,branch crown,incomplete,0,0,0,0,Cireine,1,25-04-2022,3.0
1608,5548,11,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,3.0
1609,5551,12,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,3.0
1610,5554,13,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,3.0
1611,5557,14,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,3.0
1612,5565,1,branch crown,complete,2,1,1,10,Cireine,0,25-04-2022,4.0
1613,5598,2,branch crown,complete,2,1,1,9,Cireine,0,25-04-2022,4.0
1614,5628,3,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,4.0
1615,5631,4,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,4.0
1616,5634,5,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,4.0
1617,5637,6,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,4.0
1618,5639,7,branch crown,complete,2,1,1,7,Cireine,1,25-04-2022,4.0
1619,5663,8,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,4.0
1620,5666,9,branch crown,complete,0,0,0,0,Cireine,1,25-04-2022,4.0
1621,5668,10,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,4.0
1622,5671,11,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,4.0
1623,5674,12,branch crown,incomplete,0,0,0,0,Cireine,2,25-04-2022,4.0
1624,5676,13,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,4.0
1625,5679,14,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,4.0
